Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,BLAW308
230726B,6,Y,72.5,62,1:1C,1:1C,1:1A,1:1A,1:1B,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1CR,1:1C-,2:1C+,1:1C+,2:1C,2:1C
230726B,3,Y,70,62,1:1A,1:1B,1:1A,1:1A,1:1B,1:1C,1:1A,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1B-,1:1B,1:1C+,1:1C,2:0
230726B,2,Y,19,116,1:1C,1:1C,1:1C,1:1B,2:1C,1:1B-,0:0NA,1:1D,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,0:0NA,1:1B,1:1C,1:1B-,1:1B-
230726B,11,Y,15,111,1:1B,1:1C+,3:0,1:1A-,1:1C+,1:1A,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1B,1:1B-,1:1C,2:1A-,1:1C+
230726B,8,Y,67,75,2:1C,1:1C,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,2:1CR,1:1C+,1:1B,1:1B+,1:1A-,1:1B+
230726B,8,Y,70,68,1:1C,1:1B+,1:1C,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,2:0,1:1C-,1:1C-,1:1C,1:1C,1:1D
230726B,1,N,66,18,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C,1:1B,4:1B-,0:0NA,0:0NA,0:0NA,1:1B,2:0,5:0NC,1:1B-,1:1C-,1:0,1:1C+,0:0NA
230726B,11,N,0,69,2:0F,0:0NA,1:1D+,1:1B,1:1C-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,56,1:1A,1:0,1:1B+,1:1C,1:1A-,1:1A,0:0NA,1:1C,1:1C,2:0,1:1A-,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,14,N,7,68,0:0NA,0:0NA,1:1B,1:1B,2:1B,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,Y,70,66,1:1A,1:1B,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1A,1:1CR,1:1A-,1:1A-,2:1B+,2:1A,1:1C+
230726B,14,Y,9,125,1:1C,1:1C,1:1C,1:1B,3:1D+,1:1D,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,1:1C,1:1C,2:1B,1:1C,1:1C
230726B,9,Y,37,106,1:1C,1:1B+,2:1C,1:1A,1:1B,1:1B,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,2:1B+,1:1CR,1:1B-,2:1A-,1:1B,1:1B,1:1B
230726B,6,N,0,35,0:0NA,0:0NA,0:0NA,1:1A,1:0W,0:0NA,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,Y,58,96,2:1C,1:1D,1:1C,1:1B+,1:1B,1:1D-,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1C+,1:1B-,1:1B-,1:1C,1:1C
230726B,2,N,12,17,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1D,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,Y,70,62,1:1B,1:1A,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1B-,1:1CR,1:1C+,1:1D+,1:1C+,3:1C,1:1C-
230726B,3,Y,6,115,1:1C,2:1B,1:1B-,1:1A,1:1B,1:1C+,1:1A,2:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1A,2:1CR,1:1C-,2:1B+,2:1C+,1:1B-,1:1B+
230726B,7,N,94,61,1:1D,1:0F,1:1C,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,52,9,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,Y,12,113,1:1D+,1:1C+,1:1C+,1:1A-,1:1C,2:0,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:0,1:1B,1:1A,1:1C-,1:1B+
230726B,3,Y,120.5,91,1:1B,1:1C,1:1B,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B,2:1CR,0:0NA,1:1B-,1:1B+,1:1A-,1:1C+
230726B,10,Y,70,74,1:1B,1:1C-,1:1B,1:1B,1:1C+,1:1C,1:1B,0:0NA,2:0,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,0:0NA,2:1B-,1:1B,1:1C,2:1C
230726B,14,N,0,114,1:1C,2:1C-,1:1C,1:1C,2:1D,1:1D-,0:0NA,4:0B,1:1D,0:0NA,0:0NA,0:0NA,1:1A-,2:0NC,1:1D-,1:1B-,1:1C-,1:1D+,1:1D
230726B,2,N,3,29,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1A,0:0NA,3:0,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,17,Y,3,122,2:1D,2:1B,3:1C,1:1B+,1:1C,3:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1C+,2:1CR,1:1B-,1:1C+,1:1C,1:1C,1:1A
230726B,6,Y,78,89,1:1C,1:1B,1:1B+,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1B-,1:1B,1:1B,1:1B+,1:1CR,1:1C,1:1C-,2:1C,1:1C,1:1C+
230726B,7,Y,70,55,1:1C,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:1B-,1:1CR,1:1B-,1:1B+,1:1B,1:1C-,1:1C+
230726B,6,N,59.5,42,1:0,0:0NA,1:1C,1:1B,1:1C-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,14,Y,6,118,1:1B+,1:1B,1:1B,1:1A,1:1C-,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1C,1:1CR,0:0NA,1:1B+,1:1B-,1:1B-,1:1B-
230726B,2,Y,68,62,1:1B,1:1B,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,3:1B-,2:1CR,2:0,1:1B-,1:1B-,1:1C,1:1B
230726B,5,Y,84,62,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,1:1A,1:1B+,1:1A,1:1B,1:1A-
230726B,4,N,70,39,1:1B,2:1C,1:1B,1:1B,1:1C,1:1C,1:1B,2:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1CR,1:1B-,1:1C-,2:0,1:1D,1:1B+
230726B,6,N,0,6,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,28,93,1:1C,1:1C,1:1B,1:1A,1:1B,1:1B,1:1B,1:1A-,1:0,0:0NA,0:0NA,2:1B,2:0,1:1CR,0:0NA,2:1C-,1:0,2:0,1:1C-
230726B,6,Y,69,73,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,2:1CR,1:1A-,1:1B+,1:1B-,1:1B-,2:1B+
230726B,9,Y,26,96,1:1B,1:1C,1:1B+,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,0:0NA,1:1B,2:0,1:1B-,1:1C
230726B,5,Y,70,52,1:1B,1:1C,1:1A,1:1A,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,2:1CR,1:1B,2:0,1:1B-,1:1C+,1:1C-
230726B,13,Y,3,122,2:1C,2:1C,1:1C+,1:1A,1:1C,2:1C+,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,1:1C,1:1C-,1:1C,1:1C,1:1B-
230726B,6,Y,69,55,1:1B,1:1B,1:1B,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1B,1:1C,1:1C+,1:1C,1:1D+
230726B,12,Y,6,127,2:0,1:1C+,1:1C,1:1B-,2:1B,1:1A,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1B,2:1B+,1:1C+,2:1C+,1:1C+
230726B,12,Y,3,146,2:1B,1:1C,1:1D+,2:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1A,1:1B+,2:1C,1:1C,2:1B-
230726B,4,N,70,6,1:1C,1:1A,1:1A,1:1C,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,9,91,1:1C,1:1C+,1:1B,1:1B+,1:1C,1:1D+,1:1A,1:1B,0:0NA,0:0NA,0:0NA,2:1C,1:1C+,1:1CR,1:1C+,1:1A-,1:1B+,1:1C-,1:1B
230726B,5,N,3,54,2:1C-,1:1C,1:1C,1:1B,1:1C,1:1C-,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:0F,1:1B,2:1CR,1:1D,1:1B-,1:1D,1:1D+,1:1C
230726B,5,N,15,56,1:1C,1:1C+,1:1B,1:1A,1:1D,1:1C+,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1B-,1:1CR,1:1C-,1:1B,1:1C+,1:1D-,0:0NA
230726B,6,Y,81,60,1:1B,1:1C,1:1B,2:1A,1:1A,1:1C,2:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1B+,1:1A-,1:1B,1:1B,1:1A
230726B,5,Y,63,68,1:1B,1:1B,1:1B+,1:1A,1:1B,1:1B,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1CR,1:1B+,1:1B+,1:1A-,1:1B,1:1B+
230726B,3,N,70,15,1:1B,1:1A,1:1B,1:1A,1:1B,1:1A,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,1:1CR,0:0NA,1:1B+,1:1C,1:1C,1:1C
230726B,9,Y,70,72,1:1B,1:1C,1:1C,1:1C,1:1B,1:1B,3:1A,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,1:1A,1:1B-,1:1B-,1:1B+,1:1B+
230726B,8,N,90.9,48,1:1B,1:0,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA
230726B,3,N,37,45,1:1C,0:0NA,1:1B,1:1B+,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,70,64,1:1B,1:1B,1:1B,1:1,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,2:1C,1:1C,1:1C,1:1C,4:0
230726B,4,N,4,32,1:1B,0:0NA,0:0NA,1:1A,1:1B+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,Y,70,77,1:1C+,1:1B,1:1C,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1A,1:1B,1:1CR,1:1C-,1:1C-,1:1C-,1:1C+,1:1C
230726B,3,N,70,12,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,Y,57,91,1:1C,1:1B,1:1C,1:1C+,1:1D+,1:1D+,0:0NA,1:1C+,1:1B-,0:0NA,0:0NA,0:0NA,1:1B-,1:1CR,1:0F,1:1B+,1:1B-,1:1C+,1:1C
230726B,9,Y,68.7,66,2:0,1:1C,1:1B-,1:1C,2:1C,1:1B,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,0:0NA,1:1B,1:1B,1:1C,1:1C-
230726B,15,N,20,119,2:0F,1:1C,1:1D+,1:1A,2:0F,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0,1:0,1:1B,1:0,1:0,1:1D-,1:0F
230726B,8,Y,0,126,1:1B,1:1B,1:1A,1:1B,1:1B-,1:1C,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1A-,1:1B-,2:1B+,1:1C,1:1C+
230726B,9,Y,20,106,2:1B,1:1A,2:0,1:1B,1:1C,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,2:1A,1:1B+,1:1B,1:1B,1:1B+
230726B,1,N,70,25,1:1,1:1,1:1B,1:1A,1:1C,1:1C,1:1B,2:1A-,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1CR,1:1C,1:1A,1:1B,1:1C,1:1C-
230726B,14,Y,15,111,1:1B,2:1B,1:1C,1:1A,2:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1B+,1:1CR,2:0,1:1B-,1:1C,2:1B,1:1C+
230726B,8,Y,27,98,2:1B-,2:0,1:1B,1:1A,1:1C,1:1C,1:1A-,2:0,1:0,0:0NA,0:0NA,1:1C,2:1B,2:1CR,0:0NA,1:1C,1:1C,1:1D-,1:1C-
230726B,4,N,3,100,1:1C,1:1C-,1:1C,1:1A,1:1C-,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B-,1:1C,2:1CR,2:0F,1:1C-,1:1D+,1:1C-,1:1D
230726B,1,N,6,98,2:1B,1:1C,1:1C,1:1B-,2:1C,1:1B,0:0NA,2:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,3:1CR,0:0NA,2:1C+,1:1C-,1:1C,1:1C
230726B,12,Y,18,138,1:1C,1:1C,1:1A,1:1B+,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1CR,1:1B+,1:1B,2:1A-,2:1C,1:1C+
230726B,3,N,0,9,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:0WU,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,0,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,70,54,1:1C,2:0,1:1A,1:1B+,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:0,1:1CR,2:0F,2:0F,1:1D+,1:1A,1:1A
230726B,3,N,0,15,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,6,41,0:0NA,0:0NA,0:0NA,1:1C-,1:0F,0:0NA,1:1B,2:0F,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,13,Y,74,52,1:1B,1:1B,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1B,1:1B,1:1B,1:1B+,1:1B
230726B,3,N,0,4,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,18,10,1:0W,1:0,1:1C-,1:1D,1:1B,0:0NA,1:1C,0:0NA,1:0,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,1:0,1:1C,0:0NA,0:0NA
230726B,13,Y,68,75,3:0F,1:1B,1:1C,1:1A,1:1C,1:1C,1:1C,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,2:1C,3:1CR,2:1B,1:1D+,1:1C,3:0F,3:1C-
230726B,7,N,3,46,0:0NA,0:0NA,1:0,1:1C,1:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,10,N,55,68,1:1C,1:1A-,1:1B+,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1C,0:0NA,1:1C,4:1B,3:1CR,1:1C,1:1B-,1:1B-,1:1D,2:1C
230726B,4,N,60,6,1:1D,0:0NA,1:1A,1:1B,1:1D,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,70,0,2:0,1:1B,1:1A,1:1A,1:1C,1:1C,1:1B,2:1A-,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1CR,1:0,1:1A,2:1B,1:1C,1:1C+
230726B,10,Y,70,62,1:1C,1:1C,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1CR,2:1D,1:1B-,1:1B,4:1C+,1:1C
230726B,10,N,63,65,1:1B,1:1C,1:1B,1:1A-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:0,4:0,1:1C-,2:0,1:1C+,1:1B-,1:1C
230726B,4,N,70,24,1:1C,0:0NA,1:1C-,1:1B,1:1C,1:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA
230726B,13,N,0,58,0:0NA,0:0NA,1:0,2:1A,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,0,10,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,70,0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,18,35,3:0F,0:0NA,1:1C,1:1B-,1:0F,0:0NA,1:1C-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,14,Y,28,108,1:1B,1:1B,1:1B,3:1C+,1:1C,1:1C,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,2:1B-,1:1B+,1:1CR,1:1B+,1:1C+,1:1B+,1:1A,1:1A-
230726B,1,N,54,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,22,0:0NA,0:0NA,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,110,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,45,38,2:0,1:1A,2:0,3:0,1:1C,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,55,6,1:1C,0:0NA,1:1C,1:1C,0:0NA,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,21,N,0,90,3:0,1:0,2:1B,2:0,1:1D,1:0F,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:0
230726B,6,Y,70,59,1:1B,1:1B,1:1B,1:1C,1:1C,1:1C,2:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,3:1CR,2:1A,1:1C,1:1D,1:1C,1:1C-
230726B,10,Y,66,71,1:1C,1:1C,1:1C,1:1A-,1:1C,1:1D-,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1CR,1:1C-,1:1B+,1:1B,1:1D-,1:1C
230726B,3,N,70,34,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1CR,1:1B,1:1A,1:1B,1:1B,1:1A
230726B,7,Y,70,61,1:1C,1:1C,1:1C,1:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:0F,1:1B,1:1C+,1:1D,1:1B
230726B,9,Y,6,134,2:1C,1:1C+,1:1B-,1:1B,1:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:1B-,2:1CR,2:1A,1:1C,2:1C-,2:1C,2:1C
230726B,3,N,0,31,0:0NA,0:0NA,0:0NA,1:1A-,1:0F,0:0NA,1:1B-,2:1C,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,69,0,1:1C,1:1C,1:1A,6:0,1:1C,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:0,1:0,1:0,1:0,1:0,0:0NA,0:0NA
230726B,1,N,28,0,0:0NA,0:0NA,1:1C-,1:1A-,1:1D-,2:0,1:1B+,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,12,9,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,10,N,70,58,1:1A,1:1B,1:1C,1:1A,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,1:1CR,1:1B-,1:1C-,2:1C+,1:1C,1:1B+
230726B,5,N,0,19,0:0NA,0:0NA,0:0NA,3:1C,1:1D,0:0NA,0:0NA,2:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,15,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,0,7,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,70,0,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,0:0NA,2:0,2:0,2:0,1:0
230726B,1,N,15,78,1:1C,1:1A,1:1A,1:1B+,1:1C-,1:1A-,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,1:1B-,1:1B-,1:1B,1:1B,1:1B+
230726B,4,N,57,27,2:1D,0:0NA,1:1C,3:0,1:1C,1:1A,1:1A,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,0,56,0:0NA,0:0NA,0:0NA,1:1B,2:0F,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,75,13,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,Y,59,90,1:1C,1:1B,1:1B,2:0W,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1B,1:1B+,1:1A,1:1B-,2:1B
230726B,4,N,0,6,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,60,6,1:0F,0:0NA,1:1A,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,97.3,29,1:1,1:1,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1CR,1:1C,1:1B,1:1B,1:1C+,0:0NA
