Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348
230750B,6,Y,105,98,1:1B-,0:0NA,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1C-,1:1C+
230750B,5,N,66,53,1:1C,1:1C,1:1A-,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,2:1B+,0:0NA,2:1D-,1:1C,1:1C,1:1A-,1:1C
230750B,6,N,13,88,1:1C,1:1C,1:1C,1:1A,1:1D,2:1C,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C-,1:1C+,2:1D,1:1C,1:1B-
230750B,5,Y,54,74,2:1B,1:1B,1:1B,1:1A,1:1C+,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1C+,1:1A,1:1B,1:1C+,1:1B-,1:1B
230750B,5,Y,20,142,1:1D,1:1D+,1:1D,1:1A,2:0F,2:0F,0:0NA,1:1B-,3:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1D+,2:1C,1:1D,1:1D-,1:1C
230750B,5,Y,16,114,4:0,1:1B,2:1B,1:1C,1:1C,3:0D,1:1B,3:1C,0:0NA,0:0NA,0:0NA,0:0NA,3:0,2:1C+,1:1B-,1:1D,3:1B,1:1C,1:1C
230750B,1,N,0,97,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,43,137,1:1C,1:1B-,1:1B+,1:1C+,1:1C,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1D,2:1C,1:1C,1:1C,1:1C,1:1B
230750B,8,Y,69,67,2:1C,2:1D,2:1C-,2:1B+,2:1B,1:1C,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1B,1:1A-,1:1B-,1:1D+,1:1C,1:1C-
230750B,7,N,11,100,6:0W,1:0,1:1B,1:1C+,4:1C-,3:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,N,8,82,2:1D,0:0NA,2:1D-,1:1C,2:0,0:0NA,1:1C,1:1D-,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,Y,26,102,1:1B,1:1C,1:1B,1:1B-,2:0,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1C,2:0,1:1C,1:1C,1:1B,1:1B-
230750B,5,Y,96,49,1:1A,1:1B+,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1C,1:1B-,1:1B,2:0,1:1B,1:1B+
230750B,8,Y,15,127,2:0,1:1C-,1:1B,1:1C+,1:1B,1:1A,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,1:1C+,1:1B-,1:1C,1:1C,1:1B-,1:1C,1:1C+,1:1B
230750B,3,N,52.5,18,1:1D+,2:0,1:1D+,2:1CR,2:1D,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,70,36,1:1C,1:1C,1:1C,2:1B,1:1C,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1A-,2:0F,1:1D,1:1C+,1:1C-,1:0,1:0
230750B,5,N,28,107,1:1B,0:0NA,1:1B,1:1A,2:0F,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,2:1D,2:1C-,1:1D+,1:1B,1:1D-,0:0NA
230750B,1,N,39,42,1:1C,1:1B,1:1C,2:0,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,61,72,1:1B,1:1A,1:1A,2:1B-,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1A-,1:1A-,2:0,1:1C,1:1A,1:1B+
230750B,4,N,70,67,1:1A,1:1B,1:1A,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B-,1:1C,1:1B,1:1A,1:1C+,1:1B
230750B,7,Y,10,113,1:1A,1:1A-,1:1C,1:1A-,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,0:0NA,1:1C+,1:1B-,1:1C,1:1C+,1:1B
230750B,6,N,63,36,1:1C,1:1C,1:1B,2:1A,1:1C,3:0D-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,2:1D,3:1B,3:0WU,0:0NA,0:0NA
230750B,5,Y,70,87,1:1A,1:1B,1:1C,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1C,2:1D-,1:1A,1:1C,1:1C+,1:1B,1:1B,1:1B+,1:1B-,1:1A-
230750B,8,Y,11,152,2:1C+,1:1C,1:1D+,1:1A,1:1C-,1:1C,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,0:0NA,1:1C+,1:1B,1:1D,1:1B+,1:1A-
230750B,5,N,56,72,1:1C,4:0F,1:1C,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1B-,3:1D-,1:1C+,1:1C-,1:1C-,2:1D,1:1C
230750B,7,Y,4,137,1:1C,1:1C-,1:1B-,1:1A-,1:1B,1:1B,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1C,1:1C,2:1C,1:1B,1:1D
230750B,5,N,3,60,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,65,0:0NA,0:0NA,0:0NA,1:1A-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,Y,70,50,1:1C,1:1B,1:1A,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1B-,1:1B-,1:1B,1:1C,1:1C
230750B,6,Y,13,115,2:0F,1:1A,1:1B,2:1B,2:1B,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,2:1C,3:1C,1:0D+,1:1D-,1:1C+,1:1C-,1:1C,1:1C
230750B,3,N,70,34,1:1C,1:1B,1:1A,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:0F,1:1C-,1:1D,1:1D+,1:1D,0:0NA
230750B,1,N,13,93,2:0F,1:1B,1:1D,1:1A-,3:0F,1:1D,1:0,0:0NA,0:0NA,0:0NA,0:0NA,3:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230750B,2,N,70,16,1:1C,1:1B,1:1A,1:1A,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1B-,1:1B+,1:1B,1:1B-,0:0NA,0:0NA
230750B,5,N,0,59,1:1B,1:1A,0:0NA,1:1B+,1:1B-,1:1D+,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA
230750B,5,N,86.6,29,2:0D,1:1D,1:1C,2:0,1:1C+,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA
230750B,7,N,65,95,4:0,1:1C-,1:1D,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C,1:1D+,1:1C,2:0,1:1D,1:1C+,1:1B-
230750B,3,N,70,31,1:0F,0:0NA,1:1C+,1:1A,1:1D,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA
230750B,4,N,69,22,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,1:1C,1:1D+,1:1A,0:0NA,1:1B-,1:1B-,0:0NA,0:0NA,0:0NA
230750B,5,Y,18,111,3:0,3:0,3:0,3:1B,1:1B,1:1B+,0:0NA,2:0,0:0NA,0:0NA,0:0NA,2:0,2:0,1:1B-,1:1C,1:1A-,1:1B+,1:1C,2:1B+
230750B,1,N,66,77,1:1C,1:1B+,1:1B,0:0NA,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1A,1:1C-,2:1C-,1:1B,1:1C,1:1C
230750B,6,N,6,84,2:1D,1:0WU,2:1D-,1:1B,2:1D,1:1D-,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,53,9,1:1C,0:0NA,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,70,9,1:1C,2:0,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,11,109,1:1D,1:1B-,1:1C,1:1C+,1:1D,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1B,1:1C+,2:1B+,1:1C,1:1B,1:1A-
230750B,4,N,0,51,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,Y,70,56,1:1C,1:1C-,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1A,0:0NA,0:0NA,1:1C-,1:1B,2:0,1:1D+,1:1C,1:1C-,1:1C,1:1C-
230750B,3,Y,70,52,1:1B,1:1A,1:1A,1:1B,2:0,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A,2:1A-,2:1A,1:1A,1:1A,1:1A
230750B,9,Y,68,71,1:1C,3:1C,1:1B,1:0,3:0,1:1C,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,1:1D,1:1B+,1:1D,1:1C+,1:1C,1:1D,1:1C,1:1C-
230750B,4,Y,3,122,1:1A,1:1A,1:1A-,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A-,1:1A-,1:1A-,1:1B+,1:1A
230750B,7,Y,15,120,1:1D,2:1B-,2:0,1:1A-,2:0,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,2:0,2:1B,2:1A-,1:1C,2:1C-,1:1B-,1:1B-,1:1C+
230750B,4,Y,71,58,1:1C,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:1D,1:1B,0:0NA,0:0NA,0:0NA,1:1D,1:1A,0:0NA,1:1B-,1:1C,1:1C,1:1C,1:1C
230750B,5,N,14,85,1:0F,0:0NA,1:1D,1:1A,1:0F,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:0F,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA
230750B,3,N,0,148,2:1C,3:0,1:1C+,2:1A,1:1B,1:1B,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,1:1B,2:1B+,2:1C,1:1B,1:1C+,1:1C,1:1B+,1:1B
230750B,3,Y,70,102,1:1C,4:1A,1:1C-,1:1C,1:1A,2:0D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1B+,1:1B+,1:1C,2:1D+,1:1B,1:1B+,1:1B
230750B,7,Y,60,70,1:1B,2:1A,1:1C,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1A,1:1C+,2:1C,1:1B-,2:1B,1:1A-,2:1C+,1:1C+
230750B,5,N,90,22,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B
230750B,7,Y,3,124,5:0,1:1B+,1:1A-,1:1A,2:1C-,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:1C-,2:1C+,1:1B,1:1B,1:1B,1:1B
230750B,5,N,0,50,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,70,65,1:1B,1:1C+,1:1A,2:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1B,1:1C+,1:1B+,1:1B+,1:1B-
230750B,5,N,68,43,1:1C,1:1B,1:1A,2:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1C,1:1B+,1:1B,3:1B+,0:0NA,0:0NA
230750B,8,Y,71,90,1:1D,1:1C+,1:1C,1:1D,2:0,2:1D+,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,3:0,1:1B-,1:1C,1:1C-,1:1B,2:1C,1:1C,1:1B
230750B,8,N,63,15,1:1A,1:1B,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,Y,3,118,1:1C,1:1C,1:1C+,1:1B+,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0W,1:1B-,1:1C-,1:1B,1:1C,1:1D+,3:1D,1:1C
230750B,7,Y,73,59,1:1B,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,2:0,0:0NA,0:0NA,1:1A,1:1B-,1:1C,1:1C+,1:1C+,2:1C+,1:1B-,1:1B+
230750B,6,N,96,40,1:1C,2:1D+,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:0F,2:1D,1:1C,3:0WU,1:1C,1:1C
230750B,6,N,55,88,1:1C,1:1C,3:1D,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,3:1D+,1:1C-,1:1C-,1:1D-,2:1D,1:1C
230750B,6,N,0,27,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,64,6,1:1B,1:1C,1:1B,2:1B,1:1C,1:1C,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:1B,1:1B,1:1C,1:1B-,1:1C,2:1D,1:1C
230750B,7,N,0,112,4:1C,1:1C,1:1C,1:1B-,1:1D,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C,1:1D-,2:1C-,2:1C,2:1D+,1:0,0:0NA
230750B,2,N,0,9,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,83,45,1:1A,1:1B,1:1A,1:0,1:1B,1:1A,1:1B,0:0NA,2:1B,0:0NA,0:0NA,1:1C,1:1B-,2:1B-,1:1B-,1:1B-,1:1C+,1:1C-,1:1B
230750B,7,N,16,75,0:0NA,0:0NA,1:1C+,1:1A,1:1D,1:0,1:1B+,0:0NA,3:1D+,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1C-,1:1D,2:0,1:1C-,1:1C-
230750B,4,N,65.5,16,1:1B,1:1B,1:1C,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B+,1:1A,2:1B+,1:1C,1:1B-,0:0NA,0:0NA
230750B,2,N,66,6,1:1,1:1,1:1B,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1D,2:1A-,1:1C+,1:1B-,2:0,0:0NA,0:0NA
230750B,3,N,3,98,1:1D-,2:0,1:1C-,2:1C,1:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:0,0:0NA,1:1B,1:1C+,1:1D+,1:0,0:0NA
230750B,9,N,53,55,3:0,5:1D,1:1C,3:0,1:1C,1:1C,1:1C,2:1C+,1:1C,0:0NA,0:0NA,1:0,1:1B,2:0F,1:1D-,1:1D+,1:1D-,2:0,2:0
230750B,2,N,70,28,1:1C,1:1C,1:1C,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,2:1A-,2:0D,1:1C+,1:1D,0:0NA,1:1D
230750B,2,N,64,40,1:1,1:1,1:1B,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:1D-,1:1B,0:0NA,2:1B+,2:1C+,2:1B,0:0NA,0:0NA
230750B,2,N,70,7,1:1B,1:1B,1:1B,1:1A,2:1D,1:1C,1:1A,0:0NA,3:1A,0:0NA,0:0NA,1:1C,1:1B,1:1D+,1:0,1:1B-,2:0,0:0NA,0:0NA
230750B,2,N,11,87,1:1B,2:1B,1:1B,1:1A,1:1B,1:1C-,1:1A-,0:0NA,1:1A,0:0NA,0:0NA,1:1A-,1:1A-,1:1A,1:1C+,1:1A,1:1B,0:0NA,0:0NA
230750B,2,N,70,13,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,4:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA
230750B,7,Y,73.5,77,1:1C,2:1D,1:1B+,1:1A,3:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1B+,1:1B+,1:1B+,1:1C,1:1B+,1:1A-
230750B,7,N,0,60,1:1C-,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,51,70,1:1B,1:1D,1:1B,1:1C-,1:1C,2:1B-,0:0NA,1:1C-,3:1B,0:0NA,0:0NA,1:0,1:1B,1:1A-,1:1B-,1:1C+,1:1C-,1:1B-,2:1B-
230750B,8,N,70,37,1:1B,1:1C,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,1:1B-,1:1D,0:0NA,0:0NA
230750B,6,Y,70,53,1:1C,1:1C,1:1A,1:1A,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B-,1:1C+,1:1C,2:0,2:1C+,2:1B
230750B,6,Y,3,123,1:1D+,4:0,1:1C,1:1B,1:1B,1:1C,0:0NA,1:1C+,2:1C,0:0NA,0:0NA,0:0NA,1:1B+,5:1B,1:1C,1:1C+,1:1D+,1:1C+,2:1B-
230750B,6,Y,44,79,1:1B-,1:1C,1:1A,1:1A,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,0:0NA,1:1C+,1:1C,1:1B-,1:1B-,1:1B
230750B,8,Y,70,69,1:1B-,2:0,1:1A,1:1B,1:1A,1:1C,1:1A,0:0NA,1:1C+,0:0NA,0:0NA,1:1B,1:1B+,0:0NA,2:0,1:1B-,1:1C,1:1C,1:1B
230750B,8,Y,74,78,1:1B,1:1B+,1:1B,1:1A,1:1B+,1:1A,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,2:0,1:1A,1:1B+,1:1B+,1:1B+,1:1A,1:1B-,1:1B
230750B,4,Y,65,55,1:1B,1:1C,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1C,1:1B+,1:1B,1:1B+,1:1A
230750B,3,Y,70,50,1:1C,1:1B,1:1C,1:1A,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,1:1B,1:1B+,2:1B-,1:1C,1:1C+
230750B,8,Y,70,58,1:1C,1:1D,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1D,1:1C,1:1B+,1:1B,1:1C-,1:1B
230750B,3,N,9,118,1:1C,1:1D-,1:1C-,1:1B,2:1D,1:1D-,0:0NA,2:0,0:0NA,0:0NA,0:0NA,3:1C,1:1B,0:0NA,1:1D,3:1D+,1:1D,0:0NA,0:0NA
230750B,7,Y,6,122,1:1A,1:1A,1:1A,0:0NA,1:1B-,2:1B,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,2:1A-,1:1A,1:1B,2:1C,2:1B-,1:1B-,1:1A
230750B,6,N,21,75,0:0NA,0:0NA,1:1D+,1:1D,1:1C,1:1D-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C+,1:1C,2:0F,1:1C-,1:1C-
230750B,9,Y,13,124,1:1C,1:1D,1:1B,1:1A,1:1D,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1B-,1:1C-,1:1C+,1:1C,1:1D+,2:1B-
230750B,8,Y,70,61,1:1C,1:1B,1:1C,1:1A,1:1B,1:1C,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,1:1A-,2:1B+,2:1A,1:1B+,2:1A,1:1C-,2:1B-,1:1B
230750B,7,Y,70,91,1:1C,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1C+,1:1A-,2:1B+,1:1B,1:1B+,1:1A-
230750B,6,Y,70,58,1:1A,1:1A,1:1C,0:0NA,1:1C,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C-,1:1C,1:1C,1:1D,1:1D-,1:1B-
230750B,3,N,70,25,1:1,1:1,1:1B,1:1A,1:1C,1:1C,1:1B,0:0NA,2:1A-,0:0NA,0:0NA,1:1C,1:1B-,1:1C,1:1A,1:1B,1:1C,0:0NA,0:0NA
230750B,7,N,6,62,0:0NA,0:0NA,1:0F,1:1C,1:1C,2:0WU,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,70,52,1:1B,1:1B,1:1B,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,1:1C-,1:1C,1:1B-,1:1C,2:0,1:1B
230750B,7,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1C,1:1B+,1:1C+,2:0,1:1C,1:1B-
230750B,3,Y,82,53,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1C,0:0NA,1:1B,2:0,1:1A-,1:1A,1:1A,1:1B,1:1A,1:1A-
230750B,4,Y,100.3,46,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A-,1:1A,1:1B-,1:1B,1:1C,1:1C,1:1C
230750B,8,Y,20,121,1:1C+,1:1A,1:1B+,1:1A,1:1B,1:1C+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,2:1B+,1:1C+,1:1B-,1:1C+,1:1C,1:1B-,1:1B-
230750B,8,Y,22,117,1:1C-,1:1C+,1:1C,1:1A,1:1D,1:1D+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B-,1:1C,1:1C,1:1A-,1:1B-,1:1C-,1:1A-,1:1B-
230750B,5,Y,70,53,1:1C,1:1B,1:1C,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1C-,1:1B-,1:1C,1:1C-,1:1D,1:1C-
230750B,4,Y,30,115,1:1C,1:1D,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1B-,2:1B+,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1C+,1:1C+,1:1D+,1:1B,1:1B-
230750B,8,Y,70,76,0:0NA,0:0NA,1:1C+,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1B,1:1B+,1:1B-,1:1C,1:1B
230750B,8,N,62,39,1:1C,3:0F,1:1C,0:0NA,1:1B,1:1B-,1:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1C+,1:1B,0:0NA,1:1C,1:1C-,1:1B-,1:1C,1:1C
230750B,2,N,59.5,57,1:1B,1:1B,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1D-,1:1D,1:1C,1:1D,0:0NA,0:0NA
230750B,6,Y,58,91,0:0NA,1:1B,1:1C+,1:1B,1:1C,1:1D+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1A,2:1B-,1:1C-,1:1B,1:1B-,1:1A-,1:1B+
230750B,6,N,0,125,3:1C,1:1D+,1:1C-,2:0,2:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1B-,1:1D+,1:1D+,1:1C,2:1D+,1:1C-,0:0NA
230750B,2,N,47,43,1:1C,1:0F,1:1C,1:1,1:1C,1:1C,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,9,Y,89.5,67,1:1C,1:1C,2:0,1:1A,1:1C,2:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:1C,2:1C,0:0NA,1:1D,1:1B+,1:1C,1:1C,1:1B-
230750B,2,N,62,27,1:1C,1:1C,1:1B,1:1B,1:1C,2:0,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,1:1A,2:0,3:0,2:0,2:0,1:0,0:0NA,0:0NA
