Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,ECON308,MGT370,MKT380,BLAW308
230741B,11,N,63,46,1:1B,1:1C,1:1C,1:1C,1:1C,1:1D+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,1:1D,2:1C,1:1C-,2:1C-,1:1D-,1:1C,0:0NA,1:1D
230741B,6,Y,70,52,1:1A,1:1B,1:1C,1:1A,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1CR,1:1B-,1:1A,1:1C+,1:1C+,1:1B,1:1B+,0:0NA,1:1B
230741B,8,N,0,61,1:1C+,1:1B,1:1C,1:1A-,1:1C,1:1C,1:1B-,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1B-,2:1C,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,1:1C
230741B,3,N,0,26,0:0NA,0:0NA,0:0NA,1:1B+,1:1C-,0:0NA,2:1D,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,15,N,12,76,2:0F,0:0NA,3:1C,1:1B,1:1D,1:1C,1:1B,1:1C,1:0WU,0:0NA,0:0NA,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:0F,0:0NA,0:0NA,0:0NA
230741B,9,Y,72,65,2:1D-,1:1C+,1:1C,1:1C,1:1C,1:1D+,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,2:0,1:1B+,1:1CR,0:0NA,1:1C,1:1B-,1:1C,1:1C,2:1B-,0:0NA,1:1C
230741B,9,Y,3,136,2:0,1:1C+,1:1B-,1:1A,1:1C+,1:1B-,1:1A-,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,0:0NA,1:1B+,1:1C,1:1C,1:1A-,1:1B,0:0NA,1:1B+
230741B,8,Y,57,64,1:1B,3:1B,2:1C+,1:1A,1:1A,1:1A,1:1C,2:0,0:0NA,0:0NA,0:0NA,1:1C,2:1C,2:1CR,1:1D,2:1C,1:1D,1:1A,1:1C-,1:1B+,0:0NA,1:1C
230741B,14,Y,70,71,1:1C,1:1B,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1A,2:1C-,0:0NA,0:0NA,1:1B,2:1C,3:1CR,1:1B,1:1C-,1:1C,3:1B-,1:1B-,2:1D,0:0NA,1:1B-
230741B,1,N,6,54,0:0NA,0:0NA,1:1B,0:0NA,1:1D,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,2,N,64,6,1:1B,1:1C,1:1A,1:0C,1:1C,1:1C,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1D-,0:0NA,0:0NA,0:0NA
230741B,7,N,0,92,2:1C,2:1C,1:1C,1:1A-,2:1B,2:1C+,2:1B+,1:1C,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA
230741B,10,Y,104,64,1:1B-,1:1B,1:1A,2:1A,1:1A,1:1A,2:0,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,1:1B+,2:1CR,1:1B,1:1A,1:1B-,1:1D-,2:1D-,2:1C+,0:0NA,2:1C
230741B,3,N,0,12,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,70,52,1:1B,1:1B,1:1C,1:1B,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1CR,3:1C+,1:1B+,1:1C+,2:1C,5:0,1:1B,0:0NA,2:0
230741B,6,N,3,49,1:1B+,1:1B,1:1B,1:1B,1:1C,1:1C,1:1A-,2:1A-,1:1B+,0:0NA,0:0NA,1:0,1:1B,1:1CR,1:1B-,1:0,1:0,1:1C+,0:0NA,0:0NA,0:0NA,1:1C
230741B,3,N,0,31,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,55.2,16,1:1C,1:1A-,1:1C,2:1B,1:1A,1:1C+,1:0,3:0F,0:0NA,0:0NA,0:0NA,1:1C,1:0,1:0,0:0NA,1:0,0:0NA,2:0F,2:0F,0:0NA,0:0NA,0:0NA
230741B,3,N,70,21,1:1B,1:1B,1:1B,1:0C,1:1C,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,3:1CR,2:1B-,1:1C-,1:1C,1:1D,1:1C-,0:0NA,0:0NA,1:1C-
230741B,7,Y,70,59,1:1B,1:1B,1:1B,1:1A,1:1C,1:1C,2:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1C,1:1C,1:1C,2:1B,1:1C,1:1B+,0:0NA,1:1C+
230741B,11,Y,70,56,1:1B,1:1A,1:1B,1:0B,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1A,1:1C,1:1D,1:1B,1:1B,1:1A-,0:0NA,1:1C
230741B,3,N,46,21,1:1,1:1,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C-,0:0NA,0:0NA,0:0NA
230741B,8,Y,65,56,1:1B,1:1B,1:1A,1:0B,1:1B,1:1C,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:1B,1:1B+,1:1B-,1:1B,1:1A,1:1A,0:0NA,1:1C
230741B,13,Y,70,104,1:1C,2:1D,1:1B-,1:1C-,1:1D,2:1C,0:0NA,2:1B-,1:0F,0:0NA,0:0NA,1:1C,2:1C,2:1CR,2:1C-,2:1B-,2:1C+,2:1D,1:1C-,1:1C,0:0NA,2:1D-
230741B,9,Y,69.3,65,1:1B+,1:1C,2:1C,1:1B,1:1C,2:0,1:1A,2:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:1CR,1:1B,2:1C+,1:1B,1:1D,1:1C,1:1B,0:0NA,1:1C-
230741B,10,Y,70,52,1:1B,1:1B,1:1C,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,2:0,1:1C,1:1D,1:1D+,3:1C+,1:1B-,0:0NA,2:1C
230741B,3,Y,70,104,1:1B,1:1B,1:1B-,1:1C,1:1C,1:1B,1:1C+,3:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1C-,1:1C+,1:1B,1:1C+,3:1C,2:1B,0:0NA,2:1C
230741B,7,Y,70,52,1:1C,1:1A,1:1C,1:1B,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,3:1B,1:1B-,1:1C,1:1C,1:1C,1:1B+,0:0NA,1:1B
230741B,16,Y,6,123,1:1C,1:1C,2:1C+,1:1B,2:1B,2:1B,1:1A-,2:1B-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,0:0NA,1:1C,0:0NA,2:1C,1:1C,1:1B-,0:0NA,1:1C
230741B,3,N,0,22,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,0,37,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,11,N,9,65,2:0F,0:0NA,1:1C,1:1C+,1:1C,2:0,0:0NA,2:1C,1:1D,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,Y,31.3,102,1:1B-,2:0F,1:1C-,1:1B,1:1C-,1:1D+,1:1B,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,1:1D+,2:1B,2:1B,2:1D,1:1D,2:1A-,0:0NA,1:1C
230741B,6,Y,70,55,1:1A,1:1A,1:1B,1:1A,1:1A,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,1:1A,2:1B-,1:1B,1:1C+,1:1C,1:1A-,0:0NA,1:1C-
230741B,7,Y,64,65,1:1C,1:1C+,3:0,2:1A,1:1B,1:1B,1:1A,0:0NA,3:0,0:0NA,0:0NA,0:0NA,1:1B-,1:1CR,1:1A,1:1B+,1:1B-,1:1B-,1:1A,1:1B+,0:0NA,1:1A
230741B,2,N,3,53,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,Y,70,53,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,1:1D+,1:1A,2:1B-,1:1D+,1:1D+,1:1A,0:0NA,2:1B+
230741B,5,Y,70,53,1:1B,2:0,1:1B,0:0NA,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,2:1C-,1:1B+,1:1D+,1:1D+,1:1C-,1:1B-,0:0NA,1:1C
230741B,7,Y,74,49,1:1B,1:1A,1:1A,1:1C,1:1B,1:1C,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1CR,1:1C,1:1B+,1:1C,2:0,3:1C,1:1A-,0:0NA,2:1C
230741B,7,Y,8,120,1:1C,1:1C,1:1C-,1:1C+,1:1C,1:1C,1:1B,1:1B+,2:1B-,0:0NA,0:0NA,0:0NA,2:1B-,2:1CR,0:0NA,1:1C,1:1A-,1:1C-,1:1B,1:1B,0:0NA,1:1C
230741B,9,Y,70,58,1:1C,1:1C,1:1C,1:1,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,2:1CR,4:1B+,1:1C-,1:1C,3:1C,1:1C,1:1B+,0:0NA,1:1D
230741B,3,N,0,6,0:0NA,0:0NA,0:0NA,3:0W,2:0W,0:0NA,2:0,3:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,13,N,0,115,1:1C-,1:1B-,1:1C-,2:1A,1:1C,2:1C,1:1B,2:1C+,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1CR,1:1C-,1:1C,1:1C,1:1C,1:1B,1:1B+,0:0NA,1:1C
230741B,6,Y,70,82,1:1A,1:1B,1:1B,1:1A,1:1B,1:1B,2:0B,0:0NA,1:1B,1:1A,0:0NA,1:1B,3:1C,4:1CR,1:1C-,1:1A-,1:1B-,1:1C,1:1B,2:0,0:0NA,1:1C
230741B,2,N,70,53,2:0F,1:1C,1:1C,1:1C+,2:0F,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,4:1CR,1:1C-,1:1C+,2:1C+,1:1C,2:1D+,0:0NA,0:0NA,1:1D
230741B,5,Y,57,89,1:1C,1:1C,1:1B,1:1C-,2:0F,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,1:1B+,1:1CR,1:1D,1:1B,1:1A-,1:1C-,1:1C,1:1B,0:0NA,1:1C
230741B,9,Y,70,53,1:1A,1:1A,1:1A,1:1A,1:1B,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,2:0,0:0NA,1:1A-,1:1A-,2:1C,1:1C,1:1A-,0:0NA,1:1C+
230741B,3,N,0,28,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,70,17,1:1B,1:1C,1:1B,1:1A,1:1C,1:1C,1:1B,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:0NC,0:0NA,1:1C,1:0F,2:0,2:1C,0:0NA,0:0NA,1:0
230741B,7,Y,101.3,63,1:1,1:1,1:1A,1:0,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1C-,1:1B+,1:1C+,1:1B,1:1B,1:1A-,0:0NA,1:1A-
230741B,7,Y,14,134,1:1C,1:1C,2:0,2:0,2:1C,1:1B,1:1C+,2:1C+,0:0NA,0:0NA,0:0NA,1:1C,2:1B,1:1CR,1:1C,1:1A-,2:1C+,2:1D+,1:1D,1:1B,0:0NA,1:1C
230741B,11,N,17.7,55,3:1C+,2:1B+,1:1C,1:1B-,3:1C,3:1D,1:1B,1:1C,0:0NA,0:0NA,0:0NA,3:0F,1:1B+,3:1CR,1:1B,1:1D,1:1D,1:1D,0:0NA,0:0NA,0:0NA,1:1B+
230741B,12,Y,19,111,2:1B-,1:1B-,1:1C,2:1C,2:1C,1:1D,1:1B-,3:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,2:1C+,1:1C,1:1C,1:1C,1:1B-,1:1B,0:0NA,1:1C
230741B,1,N,12,51,1:1B,1:1A-,1:1B+,1:1A,1:1B,1:1A,2:1A,1:1A-,0:0NA,0:0NA,0:0NA,2:1A,1:0,1:0,1:0,1:0,1:0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,12,118,2:1D,1:1C-,1:1C,1:1C+,1:1C,1:1D,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1D,1:1C,1:1C-,1:1D,1:1D-,1:1B+,0:0NA,1:1C
230741B,6,Y,70,52,1:1C,1:1C,1:1A,1:1B,1:1C,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1D-,2:1A,2:1C,1:1D+,1:1C,1:1B,0:0NA,1:1C+
230741B,4,N,9,28,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,9,N,6,69,1:1D,2:1B-,1:1C-,1:1B,1:1C,1:1C,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,2:1B-,0:0NA,0:0NA,2:1C,2:1C+,0:0NA,0:0NA,0:0NA
230741B,11,N,70,21,1:1C,3:0,1:1C,2:1C,2:1B,1:1D,0:0NA,0:0NA,3:1D,0:0NA,0:0NA,4:0,1:0,0:0NA,0:0NA,2:1C-,0:0NA,0:0NA,1:1D,1:1B+,0:0NA,0:0NA
230741B,4,Y,0,136,1:1C-,2:1D,2:1C+,1:1B,1:1D,1:1C-,1:1A-,2:1B-,0:0NA,0:0NA,0:0NA,2:0,2:1B,2:1CR,1:1C-,1:1C,2:1D,1:1C+,1:1C,1:1A-,0:0NA,1:1B-
230741B,7,N,70,37,1:1C,1:1C,1:1C-,1:1B,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,2:1CR,2:1D+,1:1B-,1:1D,1:1C,1:1D+,1:1B,0:0NA,2:1D-
230741B,5,Y,6,116,1:1C,1:1C,1:1B-,1:1B-,1:1A,1:1C,1:1A-,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,2:1B+,1:1CR,2:1D,1:1B-,1:1B-,1:1B,1:1C+,1:1B+,0:0NA,1:1C+
230741B,4,N,70,42,2:1B-,1:1B,1:1C,1:1A,1:1B,1:1C,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,2:1CR,1:0F,1:1B-,2:1C-,1:1C,2:0F,0:0NA,0:0NA,1:1C-
230741B,4,N,70,21,1:1A,1:1A,1:1B,1:1C,1:1C,1:1B,1:1B,2:0,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
230741B,7,Y,70,98,1:1B,1:1C,1:1C,1:1,1:1C,1:1C,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1CR,1:1B-,1:1B,1:1C,2:1C+,3:0F,1:1B+,0:0NA,1:1C
230741B,7,N,3,98,1:1B,1:1B,1:1B-,1:1B,2:1B,1:1D,1:1C+,1:1B,1:1B,0:0NA,0:0NA,1:0,1:1A-,3:1CR,1:1B,1:1B,2:0F,2:1C,1:1D,2:1B,0:0NA,2:0F
230741B,6,Y,70,53,1:1,1:1,1:1B,1:1C,1:1B,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1D,1:1C,1:1B+,1:1C,1:1B,1:1B+,0:0NA,2:0
230741B,6,Y,70,56,1:1C,1:1C,1:1B,1:1B,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1B,1:1CR,1:1B,1:1A-,1:1B+,1:1B-,1:1A,1:1A-,0:0NA,1:1B-
230741B,10,Y,70,53,1:1C,1:1C,1:1C,1:1,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1D+,1:1B,1:1D,3:1D,1:1C,1:1B,0:0NA,2:1C
230741B,9,N,0,74,2:0F,0:0NA,1:1C-,1:1A-,1:1C-,1:1D,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,Y,70,50,1:1B,1:1C,1:1B,1:1A,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:1D+,1:1A-,1:1C,1:1C+,2:1C+,1:1A,0:0NA,1:1C
230741B,5,N,70,13,1:1D,1:0F,1:1A,1:1A,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:0,0:0NA,1:1C,1:0,1:1C-,1:0F,0:0NA,0:0NA,1:0
230741B,11,Y,69,63,1:1C,1:1C,1:1C,1:1A,1:1C,1:1C,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,2:0,1:1B-,1:1CR,1:1D,1:1C,1:1B,1:1D,1:1D,1:1B,0:0NA,1:1B
230741B,2,N,0,52,1:1B+,1:1C,1:1C-,1:1A,1:1D,2:1C,1:1B+,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:0,1:1B,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,N,9,43,1:1B+,1:1A,1:1A-,1:1B,3:1B,1:1B+,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,2:1B,2:1CR,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
230741B,8,Y,60,61,1:1C,1:1C,1:1B,1:1C,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,2:0,1:1D+,1:1B-,1:1A-,1:1C-,1:1C,1:1A,0:0NA,1:1C+
230741B,14,Y,68,89,2:1C,2:0,2:0,1:1B,1:1D,2:1D-,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1B,2:1B+,2:1CR,1:1D-,1:1B+,1:1C+,1:1C-,1:1D+,1:1B+,0:0NA,1:1C-
230741B,12,N,12,78,3:0,3:0F,2:0,1:1A,2:0,1:1C,1:1B+,2:1C,1:0,0:0NA,0:0NA,3:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,N,0,57,0:0NA,0:0NA,0:0NA,1:1A,1:0F,0:0NA,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,13,35,1:0W,0:0NA,1:0,2:0,1:0F,0:0NA,1:1B+,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,Y,70,50,1:1B,1:1A,1:1A,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,0:0NA,1:1A,3:1C,2:1A,1:1B+,1:1A-,0:0NA,2:1C
230741B,13,Y,0,151,3:1C-,1:1B-,3:1A-,1:1C+,1:1B+,1:1D+,1:1C-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1C-,1:1B-,1:1B-,2:1C-,1:1B-,1:1B-,0:0NA,1:1B-
230741B,9,N,29,37,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1B,1:1B-,1:0F,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,13,Y,6,121,1:1B-,1:1B-,1:1C,2:1A,1:1B,1:1B,1:1B+,2:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:1B-,1:1CR,1:1B+,1:1B+,1:1D,1:1B,1:1C+,1:1B,0:0NA,1:1C
230741B,6,Y,70,50,1:1A,1:1B,1:1A,1:1A,1:1B,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1CR,1:1B,1:1B,1:1B-,1:1B-,1:1C+,0:0NA,0:0NA,1:1B
230741B,5,Y,70,50,1:1B,1:1B,1:1C,1:1C,1:1C,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1CR,1:1B,1:1C,1:1D+,1:1B,1:1C,2:0,0:0NA,2:0
230741B,4,N,66.5,15,1:1,1:1B-,1:1A,1:1A,1:1B,1:1C,1:1A,2:0,1:1B,0:0NA,0:0NA,0:0NA,1:1C,2:0,1:1C-,1:1C-,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1D+
230741B,10,Y,70,51,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1B-,2:0,1:0D,1:1B,1:1D+,1:1B+,1:1C,1:1A-,0:0NA,1:1C-
230741B,2,N,43,16,1:1,1:1,4:0,1:1A,5:0,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,5:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,14,Y,0,122,3:1D+,1:1B,1:1D-,1:1B-,2:1C,2:1D-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1A,1:1B-,2:0,1:1D,1:1C+,1:1C,2:1C,1:1C,1:1B+,0:0NA,1:1C
230741B,7,Y,70,53,1:1A,1:1C,1:1A,1:0B,1:1C,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1B-,1:1B-,1:1C,1:1D+,2:1B-,1:1B+,0:0NA,1:1C+
230741B,8,Y,75,62,1:1C,1:1A,1:1A,1:1A,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,1:1B+,0:0NA,1:1A
230741B,3,N,70,12,1:1B,1:1C,1:1C,1:1B,1:1C,1:1C,1:1B,1:0F,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1D,0:0NA,0:0NA,0:0NA
230741B,5,N,70,31,1:1C,1:1D,1:1C,1:1A,1:1C,1:1B,1:1C-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1D-,1:1C,1:1C+,1:1D+,1:1C-,0:0NA,0:0NA,0:0NA
230741B,2,N,24,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,102,50,1:1A-,1:1B+,1:1C+,1:1A,1:1B+,1:1C,1:1A-,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,2:1B+,2:1CR,1:1B-,1:1B,2:1A,1:1C,1:1B+,1:1A,0:0NA,1:1B+
230741B,3,N,0,3,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,0,64,1:1D,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:1A-,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,0,18,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,0,36,1:0F,0:0NA,0:0NA,1:1B+,1:1C,1:0WU,1:0WU,1:1C,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,6,4,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,N,0,36,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,2:1C-,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
